1001,3,116.152113 ,39.868443 ,-,-,-,-
1002,3,116.228050 ,40.011914 ,-,-,-,-
1003,3,116.281423 ,39.776693 ,-,-,-,-
1004,3,116.382519 ,39.977430 ,-,-,-,-
1005,3,116.356102 ,39.933750 ,-,-,-,-
1006,3,116.459988 ,40.011462 ,-,-,-,-
1007,3,116.140443 ,40.038863 ,-,-,-,-
1008,3,116.457361 ,39.840036 ,-,-,-,-
1009,3,116.222633 ,39.977565 ,-,-,-,-
1010,3,116.202066 ,40.143993 ,-,-,-,-
1011,3,116.588989 ,40.057086 ,-,-,-,-
1012,3,116.526879 ,39.817878 ,-,-,-,-
1013,3,116.503597 ,39.902860 ,-,-,-,-
1014,3,116.443108 ,39.938899 ,-,-,-,-
1015,3,116.654835 ,39.901081 ,-,-,-,-
1016,3,116.570247 ,40.115670 ,-,-,-,-
1017,3,116.581585 ,39.807587 ,-,-,-,-
1018,3,116.631990 ,39.982092 ,-,-,-,-
1019,3,116.332306 ,39.779971 ,-,-,-,-
1020,3,116.126923 ,39.733712 ,-,-,-,-
1021,3,116.323987 ,39.927989 ,-,-,-,-
1022,3,116.613044 ,39.938500 ,-,-,-,-
1023,3,116.477402 ,39.987549 ,-,-,-,-
1024,3,116.408934 ,39.921871 ,-,-,-,-
1025,3,116.168921 ,39.872391 ,-,-,-,-
1026,3,116.278341 ,39.802166 ,-,-,-,-
1027,3,116.566406 ,40.040446 ,-,-,-,-
1028,3,116.412820 ,39.811639 ,-,-,-,-
1029,3,116.131296 ,39.720798 ,-,-,-,-
1030,3,116.629915 ,39.873330 ,-,-,-,-
1031,3,116.476438 ,40.116922 ,-,-,-,-
1032,3,116.472431 ,39.877080 ,-,-,-,-
1033,3,116.296797 ,40.024540 ,-,-,-,-
1034,3,116.583370 ,40.008059 ,-,-,-,-
1035,3,116.340188 ,39.714245 ,-,-,-,-
1036,3,116.472971 ,40.020429 ,-,-,-,-
1037,3,116.467567 ,39.881927 ,-,-,-,-
1038,3,116.371610 ,39.905397 ,-,-,-,-
1039,3,116.231449 ,40.043761 ,-,-,-,-
1040,3,116.288315 ,39.934825 ,-,-,-,-
1041,3,116.462797 ,40.126535 ,-,-,-,-
1042,3,116.261842 ,39.903859 ,-,-,-,-
1043,3,116.472031 ,39.867853 ,-,-,-,-
1044,3,116.346776 ,39.880004 ,-,-,-,-
1045,3,116.217143 ,40.127949 ,-,-,-,-
1046,3,116.619308 ,39.809301 ,-,-,-,-
1047,3,116.185045 ,39.750972 ,-,-,-,-
1048,3,116.636648 ,39.960603 ,-,-,-,-
1049,3,116.453058 ,39.797329 ,-,-,-,-
1050,3,116.187589 ,39.802281 ,-,-,-,-
1051,3,116.211918 ,39.804844 ,-,-,-,-
1052,3,116.363721 ,39.886527 ,-,-,-,-
1053,3,116.402613 ,40.060020 ,-,-,-,-
1054,3,116.470978 ,40.018366 ,-,-,-,-
1055,3,116.613283 ,39.907860 ,-,-,-,-
1056,3,116.408038 ,40.128963 ,-,-,-,-
1057,3,116.266482 ,39.716903 ,-,-,-,-
1058,3,116.611588 ,40.051097 ,-,-,-,-
1059,3,116.575600 ,40.010424 ,-,-,-,-
1060,3,116.389527 ,39.935703 ,-,-,-,-
1061,3,116.697171 ,39.913430 ,-,-,-,-
1062,3,116.180742 ,39.777659 ,-,-,-,-
1063,3,116.443718 ,39.859208 ,-,-,-,-
1064,3,116.532836 ,39.925667 ,-,-,-,-
1065,3,116.597094 ,40.031667 ,-,-,-,-
1066,3,116.578958 ,40.028698 ,-,-,-,-
1067,3,116.540976 ,39.915874 ,-,-,-,-
1068,3,116.179564 ,39.942900 ,-,-,-,-
1069,3,116.290359 ,39.806944 ,-,-,-,-
1070,3,116.157265 ,39.720736 ,-,-,-,-
1071,3,116.314397 ,39.882352 ,-,-,-,-
1072,3,116.556810 ,39.762148 ,-,-,-,-
1073,3,116.456902 ,39.986785 ,-,-,-,-
1074,3,116.175172 ,40.055369 ,-,-,-,-
1075,3,116.474374 ,40.085050 ,-,-,-,-
1076,3,116.258322 ,39.774758 ,-,-,-,-
1077,3,116.592490 ,40.044558 ,-,-,-,-
1078,3,116.621956 ,40.018520 ,-,-,-,-
1079,3,116.345859 ,39.748722 ,-,-,-,-
1080,3,116.342117 ,39.862326 ,-,-,-,-
1081,3,116.325580 ,39.968540 ,-,-,-,-
1082,3,116.407430 ,39.996251 ,-,-,-,-
1083,3,116.211268 ,40.129097 ,-,-,-,-
1084,3,116.482994 ,39.956433 ,-,-,-,-
1085,3,116.522689 ,39.995497 ,-,-,-,-
1086,3,116.590549 ,39.922551 ,-,-,-,-
1087,3,116.322102 ,39.946090 ,-,-,-,-
1088,3,116.199460 ,39.745060 ,-,-,-,-
1089,3,116.177043 ,40.050244 ,-,-,-,-
1090,3,116.347080 ,39.901511 ,-,-,-,-
1091,3,116.518829 ,40.006700 ,-,-,-,-
1092,3,116.627948 ,40.028914 ,-,-,-,-
1093,3,116.456075 ,40.156019 ,-,-,-,-
1094,3,116.321546 ,39.870067 ,-,-,-,-
1095,3,116.263685 ,39.810561 ,-,-,-,-
1096,3,116.544018 ,39.867461 ,-,-,-,-
1097,3,116.396927 ,40.007160 ,-,-,-,-
1098,3,116.235869 ,39.908023 ,-,-,-,-
1099,3,116.643954 ,40.027593 ,-,-,-,-
1100,3,116.324378 ,40.031500 ,-,-,-,-
