app_100,app_5881,2
app_100,app_5620,2
app_1001,app_9320,2
app_1008,app_9195,2
app_1008,app_477,2
app_1008,app_7248,2
app_1008,app_4728,2
app_1008,app_2771,2
app_1009,app_3048,2
app_1009,app_7366,2
app_1011,app_4429,2
app_1011,app_4862,2
app_1011,app_9334,2
app_1012,app_7052,2
app_1012,app_976,2
app_1012,app_9338,2
app_1012,app_278,2
app_1012,app_4218,2
app_1012,app_940,2
app_1017,app_6162,2
app_1019,app_3653,2
app_1019,app_4170,2
app_1019,app_3645,2
app_1019,app_2498,2
app_1019,app_7083,2
app_1019,app_7879,2
app_1019,app_2849,2
app_1019,app_3271,2
app_1019,app_5471,2
app_1019,app_6108,2
app_1019,app_3671,2
app_1019,app_5218,2
app_1019,app_1952,2
app_1019,app_4579,2
app_1019,app_3960,2
app_1019,app_1342,2
app_1019,app_2693,2
app_1019,app_7375,2
app_1019,app_3182,2
app_1019,app_5035,2
app_1019,app_2509,2
app_1020,app_4218,2
app_1024,app_5063,2
app_1024,app_3086,2
app_1024,app_8482,2
app_1024,app_5942,2
app_1024,app_792,2
app_1024,app_5628,2
app_1024,app_9174,2
app_1024,app_1373,2
app_1024,app_3545,2
app_1024,app_2620,2
app_1024,app_2079,2
app_1024,app_3639,2
app_1024,app_5039,2
app_1024,app_4819,2
app_1024,app_3168,2
app_1026,app_3387,2
app_1026,app_8338,2
app_1026,app_125,2
app_1026,app_1832,2
app_1026,app_5158,2
app_1026,app_8522,2
app_1026,app_5881,2
app_1026,app_7845,2
app_1026,app_1952,2
app_1026,app_5089,2
app_103,app_2018,2
app_1032,app_975,2
app_1040,app_1861,2
app_1040,app_3271,2
app_1044,app_7965,2
app_1045,app_5101,2
app_1045,app_3813,2
app_1045,app_7366,2
app_1046,app_4132,2
app_1046,app_3561,2
app_1046,app_4471,2
app_1046,app_1342,2
app_1046,app_3550,2
app_1046,app_2111,2
app_1046,app_7038,2
app_1046,app_7708,2
app_1046,app_7064,2
app_1046,app_2224,2
app_1046,app_3612,2
app_1046,app_4206,2
app_1046,app_5299,2
app_1046,app_242,2
app_1046,app_8061,2
app_1046,app_6879,2
app_1046,app_916,2
app_1046,app_3588,2
app_1046,app_8243,2
app_1046,app_7165,2
app_1046,app_9307,2
app_1048,app_1984,2
app_1051,app_7158,2
app_1051,app_4447,2
app_1051,app_8109,2
app_1051,app_1248,2
app_1051,app_2646,2
app_1051,app_3593,2
app_1051,app_1488,2
app_1051,app_2273,2
app_1051,app_8135,2
