8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1.208855,1.186069,1.209251,1.228134,1.206448,1.18263,1.173201,1.126995,1.08382,1.081447,1.077979,1.068084,1.06148,1.043929,1.026035,1.056982,1.052764,1.045178,2.445178,3.845178,5.2,5.211678,5.257118,3.902621,2.54847,1.197675,1.231588,1.231819,1.23201,1.235215,1.194357,1.157178,1.123561,1.08993,1.049347,1.049503,2.44109,2.429036,2.416973,3.808503,3.8,2.4,3.8,3.815419,2.43077,2.43077,3.83077,3.83077,3.815351,5.2,6.6,6.6,6.6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6.637891,5.254548,3.867628,2.480721,1.093848,1.072786,1.072943,1.073106,1.073304,1.073408,1.06981,1.066227,1.066215,2.452924,3.839693,5.226462,6.613231,8,7.935777,7.871554,7.807331,7.743108,7.678884,7.678884,7.678884,7.678884,7.678884
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6.669891,6.630938,6.376198,6.112115,6.013796,6.047956,6.113757,6.425477,6.725501,6.860178,6.86267,6.824949,6.759891,6.774872,6.723523,6.68388,6.736931,6.790548,6.777481,6.852848,6.904929,6.902999,6.913505,6.936946,6.92483,6.923554,6.903293,6.896005,6.875671,6.868372,6.869547,6.904068,6.910052,6.917046,6.927018,6.928913,6.91036,6.894413,6.877363,6.865251,6.840186,6.822367,6.817408,6.825652,6.812965,6.594894,6.36434,6.133666,6.132958,6.145054,6.375546,6.632203,6.875916,6.876175,6.879707,6.867918,6.652727,6.516186,6.380263,6.24128,6.117607,6.183546,6.183782,6.183782,6.183782,6.183782,6.183782,6.183782,6.197128,6.210463,6.223799,6.237134,6.250469,6.250458,6.250458,6.250458,6.250458,6.250458,6.250458,6.250458,6.250458,6.280051,6.309644,6.339237,6.36883,6.398423,6.398423,6.398423,6.411809,6.425195,6.43858,6.451966,6.465351,6.465351,6.465351,6.465351,6.465351,6.465351
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.4,3.8,5.2,6.6,8,8,8,8,6.6,5.2,3.8,2.4,2.4,2.4,2.4,2.4,2.4,1,1,1,1,2.4,2.4,2.4,2.4,2.4,1,1,2.4,2.4,2.4,3.8,5.2,5.2,6.6,8,8,6.6,5.2,3.8,3.8,3.8,5.2,5.2,5.2,5.2,5.2,5.2,6.6,8,8,8,8,8,8,8,8,8,6.6,5.2,4.5,3.333333
1,1,1,1,1,2.4,3.8,5.2,6.6,8,6.6,5.2,3.8,2.4,2.4,3.8,5.2,5.2,6.6,6.6,6.6,6.6,8,8,8,8,8,8,8,8,8,8,8,8,6.6,5.2,5.2,5.2,5.2,6.6,8,8,6.6,5.2,3.8,2.4,1,1,1,1,2.4,3.8,5.2,6.6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,1,1,1.01203,1.020369,1.031021,1.046428,1.062435,1.050405,1.042066,1.033937,1.018531,1.002524,1.002524,1.004644,1.00212,1.00212,1.00212,1.004786,1.010617,1.019122,1.055267,1.089982,1.122136,1.145748,1.168807,1.163766,1.15733,1.146738,1.139266,1.117551,1.094139,1.074106,1.058217,1.045977,1.041179,1.038536,1.03534,1.027002,1.034787,1.05013,1.064975,1.083236,1.106524,1.106743,1.086351,1.066456,1.043146,1.019858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00122,1.00122,1.00122,1.00122,1.00122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
4.329445,4.329594,4.329684,4.329909,4.546633,4.4338,4.43468,4.435715,4.436681,4.383182,4.657387,4.80904,4.959318,5.15958,5.158819,5.148101,5.211224,5.275606,5.301888,5.356518,5.423156,5.425027,5.235763,5.077879,4.932448,5.004287,4.857542,4.900771,4.900821,4.899675,4.680585,4.680014,4.680565,4.465817,4.461336,4.457487,4.454541,4.480315,4.71046,4.730791,4.763693,4.806856,4.795558,4.728119,4.90595,5.070958,5.237286,5.417467,5.638469,5.614429,5.601275,5.564012,5.538547,5.538949,5.358688,5.164989,4.862486,4.570388,4.268787,4.146565,4.026647,4.162087,4.094336,4.385835,4.339081,4.301819,4.120025,4.131209,3.792973,3.780583,3.956169,4.131104,4.305836,4.491171,4.72638,4.715613,4.714977,4.714444,4.70335,4.654851,4.654729,4.654729,4.654729,4.654729,4.654729,4.654729,4.472866,4.291002,4.118336,3.94567,3.773003,3.7822,3.791398,3.791398,3.791398,3.791398,3.791398,3.791398
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
