app_1,60,0,0,0
app_2,60,0,0,0
app_3,60,0,0,0
app_4,60,0,0,0
app_5,60,0,0,0
app_6,60,0,0,0
app_7,60,0,0,0
app_8,60,0,0,0
app_9,60,0,0,0
app_10,60,0,0,0
app_11,60,0,0,0
app_12,60,0,0,0
app_13,60,0,0,0
app_14,60,0,0,0
app_15,60,0,0,0
app_16,60,0,0,0
app_17,60,0,0,0
app_18,60,0,0,0
app_19,60,0,0,0
app_20,60,0,0,0
app_21,60,0,0,0
app_22,60,1,0,1
app_23,60,0,0,0
app_24,60,0,0,0
app_25,60,0,0,0
app_26,40,0,0,0
app_27,60,0,0,0
app_28,60,0,0,0
app_29,60,0,0,0
app_30,1024,0,0,0
app_31,60,0,0,0
app_32,60,0,0,0
app_33,60,0,0,0
app_34,60,0,0,0
app_35,60,0,0,0
app_36,60,0,0,0
app_37,60,0,0,0
app_38,60,0,0,0
app_39,80,0,0,0
app_40,60,0,0,0
app_41,60,0,0,0
app_42,200,0,0,0
app_43,60,0,0,0
app_44,60,0,0,0
app_45,60,0,0,0
app_46,60,0,0,0
app_47,60,0,0,0
app_48,60,0,0,0
app_49,60,0,0,0
app_50,60,0,0,0
app_51,60,0,0,0
app_52,60,0,0,0
app_53,60,0,0,0
app_54,60,0,0,0
app_55,60,0,0,0
app_56,60,0,0,0
app_57,60,0,0,0
app_58,60,0,0,0
app_59,60,0,0,0
app_60,60,0,0,0
app_61,60,0,0,0
app_62,60,0,0,0
app_63,60,0,0,0
app_64,60,0,0,0
app_65,60,0,0,0
app_66,60,0,0,0
app_67,60,0,0,0
app_68,60,0,0,0
app_69,60,0,0,0
app_70,60,0,0,0
app_71,60,0,0,0
app_72,60,0,0,0
app_73,60,0,0,0
app_74,600,0,0,0
app_75,60,0,0,0
app_76,60,0,0,0
app_77,60,0,0,0
app_78,60,0,0,0
app_79,60,0,0,0
app_80,60,1,0,1
app_81,60,0,0,0
app_82,60,0,0,0
app_83,60,0,0,0
app_84,60,0,0,0
app_85,60,0,0,0
app_86,60,0,0,0
app_87,60,0,0,0
app_88,60,0,0,0
app_89,60,0,0,0
app_90,60,0,0,0
app_91,60,0,0,0
app_92,60,0,0,0
app_93,300,0,0,0
app_94,60,0,0,0
app_95,60,0,0,0
app_96,60,0,0,0
app_97,60,0,0,0
app_98,60,0,0,0
app_99,60,0,0,0
app_100,60,0,0,0
app_101,60,0,0,0
app_102,60,0,0,0
app_103,60,0,0,0
app_104,60,0,0,0
app_105,60,0,0,0
app_106,60,0,0,0
app_107,60,0,0,0
app_108,500,0,0,0
app_109,60,0,0,0
app_110,60,0,0,0
app_111,60,0,0,0
app_112,60,0,0,0
app_113,60,0,0,0
app_114,60,0,0,0
app_115,60,0,0,0
app_116,60,0,0,0
app_117,60,0,0,0
app_118,60,0,0,0
app_119,60,0,0,0
app_120,60,0,0,0
app_121,60,0,0,0
app_122,40,0,0,0
app_123,60,0,0,0
app_124,60,0,0,0
app_125,60,0,0,0
app_126,60,0,0,0
app_127,60,0,0,0
app_128,60,0,0,0
app_129,60,0,0,0
app_130,40,0,0,0
app_131,60,0,0,0
app_132,60,0,0,0
app_133,60,0,0,0
app_134,60,0,0,0
app_135,60,0,0,0
app_136,60,0,0,0
app_137,60,0,0,0
app_138,60,0,0,0
app_139,60,0,0,0
app_140,60,0,0,0
app_141,60,0,0,0
app_142,80,0,0,0
app_143,60,0,0,0
app_144,60,0,0,0
app_145,60,0,0,0
app_146,60,0,0,0
app_147,60,0,0,0
app_148,60,0,0,0
